,y|acc,y|virus taxid,y|virus name,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
NC_029034.2,NC_029034.2,1758139.0,Colombian potato soil-borne virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[4100],['Nicotiana benthamiana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029035.2,NC_029035.2,1758139.0,Colombian potato soil-borne virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[4100],['Nicotiana benthamiana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029037.2,NC_029037.2,1758139.0,Colombian potato soil-borne virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Pomovirus,[4100],['Nicotiana benthamiana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Nicotiana,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029064.1,NC_029064.1,1776177.0,Cucumis melo alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3656],['Cucumis melo'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Cucumis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_029095.1,NC_029095.1,1777015.0,Erysiphe cichoracearum alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[62708],['Golovinomyces cichoracearum'],Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Biota,Biota,Fungi,,Fungi
NC_029783.1,NC_029783.1,1815581.0,Grapevine leafroll-associated virus 13,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[29760],['Vitis vinifera'],Viridiplantae,Streptophyta,Magnoliopsida,Vitales,Vitaceae,Vitis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_030229.1,NC_030229.1,327387.0,Tropical soda apple mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[215581],['Solanum viarum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_030938.1,NC_030938.1,1708712.0,Rosellinia necatrix endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[77044],['Rosellinia necatrix'],Fungi,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Rosellinia,Biota,Biota,Fungi,,Fungi
NC_031336.1,NC_031336.1,2169693.0,Winged bean alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3891],['Psophocarpus tetragonolobus'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Psophocarpus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_031341.1,NC_031341.1,1811408.0,Privet leaf blotch-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,[46072],['Ligustrum japonicum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_031342.1,NC_031342.1,1811408.0,Privet leaf blotch-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,[46072],['Ligustrum japonicum'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Oleaceae,Ligustrum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_031449.1,NC_031449.1,1908808.0,Ceratobasidium endornavirus D,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[1768090],['Ceratobasidium sp.'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
NC_031461.1,NC_031461.1,1908813.0,Ceratobasidium endornavirus C,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[1768090],['Ceratobasidium sp.'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
NC_031462.1,NC_031462.1,1908806.0,Ceratobasidium endornavirus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[1768090],['Ceratobasidium sp.'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
NC_031464.1,NC_031464.1,1908811.0,Ceratobasidium endornavirus G,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[1768090],['Ceratobasidium sp.'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,Biota,Biota,Fungi,,Fungi
NC_031752.1,NC_031752.1,2169747.0,Botrytis cinerea betaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[40559],['Botrytis cinerea'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Botrytis,Biota,Biota,Fungi,,Fungi
NC_032681.1,NC_032681.1,1930825.0,Tai Forest alphavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[299630],['Culex decens'],Metazoa,Arthropoda,Insecta,Diptera,Culicidae,Culex,Biota,Biota,Invertebrate,,Invertebrate
NC_034216.1,NC_034216.1,1965306.0,Lagenaria siceraria endornavirus-Hubei,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[102211],['Benincasa hispida'],Viridiplantae,Streptophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Benincasa,Biota,Biota,Viridiplantae,,Viridiplantae
NC_034390.1,NC_034390.1,1937789.0,Black currant leaf chlorosis associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,[78511],['Ribes nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_034408.1,NC_034408.1,1937789.0,Black currant leaf chlorosis associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Idaeovirus,[78511],['Ribes nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_035453.1,NC_035453.1,2024724.0,Actinidia virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Olivavirus,[1590841],['Actinidia chinensis var. chinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Actinidiaceae,Actinidia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038419.1,NC_038419.1,551454.0,Carnation necrotic fleck virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[3570],['Dianthus caryophyllus'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Dianthus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038420.1,NC_038420.1,265877.0,Mint vein banding-associated virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Menthavirus,"[241069, 21819]","['Mentha x gracilis', 'Mentha']",Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Mentha,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038421.1,NC_038421.1,937809.0,Cordyline virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[39501],['Cordyline fruticosa'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Cordyline,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038422.1,NC_038422.1,1188793.0,Phaseolus vulgaris alphaendornavirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038672.1,NC_038672.1,60875.0,Mucambo virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[9796],['Equus caballus'],Metazoa,Chordata,Mammalia,Perissodactyla,Equidae,Equus,Biota,Biota,Chordata,Mammalia,Mammalia
NC_038674.1,NC_038674.1,332097.0,Rio Negro virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Togaviridae,Alphavirus,[10036],['Mesocricetus auratus'],Metazoa,Chordata,Mammalia,Rodentia,Cricetidae,Mesocricetus,Biota,Biota,Chordata,Mammalia,Mammalia
NC_038786.1,NC_038786.1,656520.0,Diodia vein chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[298690],['Diodia virginiana'],Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Diodia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038788.1,NC_038788.1,1712389.0,Tetterwort vein chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3465],['Papaveraceae'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038789.1,NC_038789.1,1712389.0,Tetterwort vein chlorosis virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Crinivirus,[3465],['Papaveraceae'],Viridiplantae,Streptophyta,Magnoliopsida,Ranunculales,Papaveraceae,Unclassified,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038848.1,NC_038848.1,2052685.0,Citrus leprosis virus C2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Cilevirus,[2711],['Citrus sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038849.1,NC_038849.1,2052685.0,Citrus leprosis virus C2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Cilevirus,[2711],['Citrus sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038850.1,NC_038850.1,2030954.0,Japanese soil-borne wheat mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Furovirus,[4565],['Triticum aestivum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Triticum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_038932.1,NC_038932.1,44421.0,Lychnis ringspot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Hordeivirus,[265240],['Silene subgen. Lychnis'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Silene,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039076.1,NC_039076.1,1637492.0,Tomato necrotic streak virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[4081],['Solanum lycopersicum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039216.1,NC_039216.1,354328.0,Bell pepper alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[4072],['Capsicum annuum'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,Biota,Biota,Viridiplantae,,Viridiplantae
NC_039217.1,NC_039217.1,1188792.0,Phaseolus vulgaris alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040389.1,NC_040389.1,2052851.0,Sambucus virus S,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,[4202],['Sambucus nigra'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040391.1,NC_040391.1,2052851.0,Sambucus virus S,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Bromovirus,[4202],['Sambucus nigra'],Viridiplantae,Streptophyta,Magnoliopsida,Dipsacales,Adoxaceae,Sambucus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040392.1,NC_040392.1,2116599.0,Cape gooseberry ilarvirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[126903],['Physalis peruviana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040394.1,NC_040394.1,2116599.0,Cape gooseberry ilarvirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[126903],['Physalis peruviana'],Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Physalis,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040401.1,NC_040401.1,2419939.0,Tea plant necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[4442],['Camellia sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040402.1,NC_040402.1,2419939.0,Tea plant necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[4442],['Camellia sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040404.1,NC_040404.1,2419939.0,Tea plant necrotic ring blotch virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Blunervirus,[4442],['Camellia sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040435.1,NC_040435.1,2419940.0,Tea plant line pattern virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[4442],['Camellia sinensis'],Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040470.1,NC_040470.1,1779339.0,Apple necrotic mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3750],['Malus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040471.1,NC_040471.1,1779339.0,Apple necrotic mosaic virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Bromoviridae,Ilarvirus,[3750],['Malus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040558.1,NC_040558.1,2268393.0,Phaseolus vulgaris endornavirus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3885],['Phaseolus vulgaris'],Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040572.1,NC_040572.1,2316740.0,Rehmannia virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[99300],['Rehmannia glutinosa'],Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Orobanchaceae,Rehmannia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040582.1,NC_040582.1,2292426.0,Blackcurrant leafroll-associated virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[78511],['Ribes nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040609.1,NC_040609.1,2162642.0,Rhizoctonia solani endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Unclassified,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
NC_040613.1,NC_040613.1,2108200.0,Nephila clavipes virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[2585209],['Trichonephila clavipes'],Metazoa,Arthropoda,Arachnida,Araneae,Nephilidae,Trichonephila,Biota,Biota,Invertebrate,,Invertebrate
NC_040614.1,NC_040614.1,2108201.0,Nephila clavipes virus 4,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Unclassified,[2585209],['Trichonephila clavipes'],Metazoa,Arthropoda,Arachnida,Araneae,Nephilidae,Trichonephila,Biota,Biota,Invertebrate,,Invertebrate
NC_040631.1,NC_040631.1,2316144.0,Sclerotinia minor endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Betaendornavirus,[38451],['Sclerotinia minor'],Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Sclerotinia,Biota,Biota,Fungi,,Fungi
NC_040685.2,NC_040685.2,2200716.0,Opuntia virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,[371859],['Opuntia ficus-indica'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Opuntia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040722.1,NC_040722.1,2292426.0,Blackcurrant leafroll-associated virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[78511],['Ribes nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040799.1,NC_040799.1,2184469.0,Helianthus annuus alphaendornavirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,"[4232, 4231]","['Helianthus annuus', 'Helianthus']",Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Helianthus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040834.1,NC_040834.1,2338394.0,Blackcurrant-associated closterovirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[78511],['Ribes nigrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_040840.1,NC_040840.1,2292426.0,Blackcurrant leafroll-associated virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Closterovirus,[175228],['Ribes rubrum'],Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043105.1,NC_043105.1,136234.0,Pineapple mealybug wilt-associated virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[4615],['Ananas comosus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043107.1,NC_043107.1,1177752.0,Cordyline virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[39501],['Cordyline fruticosa'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Cordyline,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043109.1,NC_043109.1,1384490.0,Basella alba alphaendornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[3589],['Basella alba'],Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Basellaceae,Basella,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043398.1,NC_043398.1,1647805.0,Drakaea virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Goravirus,[152869],['Drakaea'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Drakaea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043399.1,NC_043399.1,1647805.0,Drakaea virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Goravirus,[152869],['Drakaea'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Orchidaceae,Drakaea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043406.1,NC_043406.1,373861.0,Pineapple mealybug wilt-associated virus 3,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[4615],['Ananas comosus'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,Biota,Biota,Viridiplantae,,Viridiplantae
NC_043453.1,NC_043453.1,1177751.0,Cordyline virus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[39501],['Cordyline fruticosa'],Viridiplantae,Streptophyta,Magnoliopsida,Asparagales,Asparagaceae,Cordyline,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055177.1,NC_055177.1,2491018.0,Air potato virus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[35874],['Dioscorea bulbifera'],Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,Dioscorea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055447.1,NC_055447.1,2497338.0,Maize-associated pteridovirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Pteridovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055448.1,NC_055448.1,2497338.0,Maize-associated pteridovirus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Mayoviridae,Pteridovirus,[4577],['Zea mays'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Zea,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055462.1,NC_055462.1,1807787.0,Rhizoctonia solani endornavirus 2,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[456999],['Rhizoctonia solani'],Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,Biota,Biota,Fungi,,Fungi
NC_055468.1,NC_055468.1,1945738.0,Agaricus bisporus endornavirus 1,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Endornaviridae,Alphaendornavirus,[5341],['Agaricus bisporus'],Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Biota,Biota,Fungi,,Fungi
NC_055482.1,NC_055482.1,2093224.0,Pistachio ampelovirus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Ampelovirus,[55513],['Pistacia vera'],Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055599.1,NC_055599.1,2664236.0,Malus domestica virus A,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Closteroviridae,Velarivirus,[3750],['Malus domestica'],Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Malus,Biota,Biota,Viridiplantae,,Viridiplantae
NC_055652.1,NC_055652.1,989895.0,Passion fruit green spot virus,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Kitaviridae,Cilevirus,[3684],['Passiflora'],Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Passifloraceae,Passiflora,Biota,Biota,Viridiplantae,,Viridiplantae
