,y|acc,y|virus taxid,y|virus name,y|len,y|virus kingdom,y|virus phylum,y|virus class,y|virus order,y|virus family,y|virus genus,y|host taxid,y|host name,y|host kingdom,y|host phylum,y|host class,y|host order,y|host family,y|host genus,y|host superkingdom,y|L0,y|L1,y|L2,y|host leaves
FJ623492.1,FJ623492.1,11676,Human immunodeficiency virus 1,8666,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623491.1,FJ623491.1,11676,Human immunodeficiency virus 1,8736,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623489.1,FJ623489.1,11676,Human immunodeficiency virus 1,8716,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623488.1,FJ623488.1,11676,Human immunodeficiency virus 1,8744,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623484.1,FJ623484.1,11676,Human immunodeficiency virus 1,8751,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623483.1,FJ623483.1,11676,Human immunodeficiency virus 1,8730,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ623482.1,FJ623482.1,11676,Human immunodeficiency virus 1,8718,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
GQ381130.1,GQ381130.1,11660,Caprine arthritis encephalitis virus,8437,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9925],['Capra hircus'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Capra,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
GQ277610.1,GQ277610.1,11676,Human immunodeficiency virus 1,9153,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ711703.1,FJ711703.1,11676,Human immunodeficiency virus 1,9081,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ771010.1,FJ771010.1,11676,Human immunodeficiency virus 1,9356,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ771009.1,FJ771009.1,11676,Human immunodeficiency virus 1,9109,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ771008.1,FJ771008.1,11676,Human immunodeficiency virus 1,9292,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ771007.1,FJ771007.1,11676,Human immunodeficiency virus 1,8942,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496214.1,FJ496214.1,11676,Human immunodeficiency virus 1,9054,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496211.1,FJ496211.1,11676,Human immunodeficiency virus 1,8735,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496210.1,FJ496210.1,11676,Human immunodeficiency virus 1,9028,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496206.1,FJ496206.1,11676,Human immunodeficiency virus 1,7957,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496205.1,FJ496205.1,11676,Human immunodeficiency virus 1,9034,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496183.1,FJ496183.1,11676,Human immunodeficiency virus 1,7792,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496085.1,FJ496085.1,11676,Human immunodeficiency virus 1,9049,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ496079.1,FJ496079.1,11676,Human immunodeficiency virus 1,9038,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ495938.1,FJ495938.1,11676,Human immunodeficiency virus 1,8717,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
FJ424866.1,FJ424866.1,11723,Simian immunodeficiency virus,9252,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9595],['Gorilla gorilla gorilla'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Gorilla,Biota,Biota,Chordata,Primates,Primates
AF447763.1,AF447763.1,11723,Simian immunodeficiency virus,9326,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[37010],['Pan troglodytes schweinfurthii'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Biota,Biota,Chordata,Primates,Primates
AF468659.1,AF468659.1,11723,Simian immunodeficiency virus,9414,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[36228],['Cercopithecus nictitans'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Biota,Biota,Chordata,Primates,Primates
AF468658.1,AF468658.1,11723,Simian immunodeficiency virus,9410,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[36228],['Cercopithecus nictitans'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Cercopithecus,Biota,Biota,Chordata,Primates,Primates
KU500642.1,KU500642.1,11723,Simian immunodeficiency virus,10243,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9541],['Macaca fascicularis'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
EF394358.1,EF394358.1,11723,Simian immunodeficiency virus,9400,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[37010],['Pan troglodytes schweinfurthii'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Biota,Biota,Chordata,Primates,Primates
EF394357.1,EF394357.1,11723,Simian immunodeficiency virus,9346,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[37010],['Pan troglodytes schweinfurthii'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Pan,Biota,Biota,Chordata,Primates,Primates
KC156129.1,KC156129.1,11676,Human immunodeficiency virus 1,9752,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KC156125.1,KC156125.1,11676,Human immunodeficiency virus 1,9663,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KC156123.1,KC156123.1,11676,Human immunodeficiency virus 1,9716,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
EF455614.1,EF455614.1,11673,Feline immunodeficiency virus,9203,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9696],['Puma concolor'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Puma,Biota,Biota,Chordata,Carnivora,Carnivora
EF455612.1,EF455612.1,11673,Feline immunodeficiency virus,9147,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9696],['Puma concolor'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Puma,Biota,Biota,Chordata,Carnivora,Carnivora
EF455609.1,EF455609.1,11673,Feline immunodeficiency virus,9145,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9696],['Puma concolor'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Puma,Biota,Biota,Chordata,Carnivora,Carnivora
EF455607.1,EF455607.1,11673,Feline immunodeficiency virus,9165,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9696],['Puma concolor'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Puma,Biota,Biota,Chordata,Carnivora,Carnivora
EF455604.1,EF455604.1,11673,Feline immunodeficiency virus,9187,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9696],['Puma concolor'],Metazoa,Chordata,Mammalia,Carnivora,Felidae,Puma,Biota,Biota,Chordata,Carnivora,Carnivora
AF301156.1,AF301156.1,11723,Simian immunodeficiency virus,8728,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[33548],['Colobus guereza'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Colobus,Biota,Biota,Chordata,Primates,Primates
KX059700.1,KX059700.1,1869097,Melomys woolly monkey virus,5488,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Gammaretrovirus,[36795],['Melomys'],Metazoa,Chordata,Mammalia,Rodentia,Muridae,Melomys,Biota,Biota,Chordata,Rodentia,Rodentia
KX159285.1,KX159285.1,11676,Human immunodeficiency virus 1,8969,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KU863535.1,KU863535.1,318279,Human T-lymphotropic virus 4,8799,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Deltaretrovirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KU182920.1,KU182920.1,11723,Simian immunodeficiency virus,10303,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9544],['Macaca mulatta'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
KU182919.1,KU182919.1,11723,Simian immunodeficiency virus,10253,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9544],['Macaca mulatta'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Macaca,Biota,Biota,Chordata,Primates,Primates
KM214358.1,KM214358.1,12435,Sugarcane bacilliform virus,7629,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4546],['Saccharum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
KM214357.1,KM214357.1,12435,Sugarcane bacilliform virus,7764,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4546],['Saccharum'],Viridiplantae,Streptophyta,Magnoliopsida,Poales,Poaceae,Saccharum,Biota,Biota,Viridiplantae,,Viridiplantae
KX174313.1,KX174313.1,11709,Human immunodeficiency virus 2,10217,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KX174311.1,KX174311.1,11709,Human immunodeficiency virus 2,10301,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KR862363.1,KR862363.1,11723,Simian immunodeficiency virus,8998,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862362.1,KR862362.1,11723,Simian immunodeficiency virus,8999,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862361.1,KR862361.1,11723,Simian immunodeficiency virus,9007,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862360.1,KR862360.1,11723,Simian immunodeficiency virus,8996,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862358.1,KR862358.1,11723,Simian immunodeficiency virus,9025,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862355.1,KR862355.1,11723,Simian immunodeficiency virus,8990,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862353.1,KR862353.1,11723,Simian immunodeficiency virus,9016,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862352.1,KR862352.1,11723,Simian immunodeficiency virus,9017,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862351.1,KR862351.1,11723,Simian immunodeficiency virus,9053,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862350.1,KR862350.1,11723,Simian immunodeficiency virus,9019,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862349.1,KR862349.1,11723,Simian immunodeficiency virus,9019,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862348.1,KR862348.1,11723,Simian immunodeficiency virus,9019,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862346.1,KR862346.1,11723,Simian immunodeficiency virus,9016,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862343.1,KR862343.1,11723,Simian immunodeficiency virus,9025,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862342.1,KR862342.1,11723,Simian immunodeficiency virus,8983,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862341.1,KR862341.1,11723,Simian immunodeficiency virus,9032,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862340.1,KR862340.1,11723,Simian immunodeficiency virus,9024,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862339.1,KR862339.1,11723,Simian immunodeficiency virus,9032,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862338.1,KR862338.1,11723,Simian immunodeficiency virus,9000,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862336.1,KR862336.1,11723,Simian immunodeficiency virus,9049,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862335.1,KR862335.1,11723,Simian immunodeficiency virus,9034,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862333.1,KR862333.1,11723,Simian immunodeficiency virus,9019,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KR862331.1,KR862331.1,11723,Simian immunodeficiency virus,9038,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[392815],['Chlorocebus'],Metazoa,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus,Biota,Biota,Chordata,Primates,Primates
KU501257.1,KU501257.1,11676,Human immunodeficiency virus 1,8801,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KF990607.1,KF990607.1,11676,Human immunodeficiency virus 1,9746,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9606],['Homo sapiens'],Metazoa,Chordata,Mammalia,Primates,Hominidae,Homo,Biota,Biota,Chordata,Primates,Primates
KT895259.1,KT895259.1,69577,Banana streak virus,7450,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Caulimoviridae,Badnavirus,[4640],['Musa'],Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,Biota,Biota,Viridiplantae,,Viridiplantae
KT898826.1,KT898826.1,254355,Small ruminant lentivirus,9136,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Lentivirus,[9940],['Ovis aries'],Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Ovis,Biota,Biota,Chordata,Artiodactyla,Artiodactyla
KU159177.1,KU159177.1,1806567,Avian leukosis and sarcoma virus,8415,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
KT156673.1,KT156673.1,1806567,Avian leukosis and sarcoma virus,5254,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
KT156672.1,KT156672.1,1806567,Avian leukosis and sarcoma virus,6542,Pararnavirae,Artverviricota,Revtraviricetes,Ortervirales,Retroviridae,Alpharetrovirus,[9031],['Gallus gallus'],Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,Biota,Biota,Chordata,Aves,Aves
